model_name,representation,subset,domain_shift_gap,mlm_loss,top1_acc,top5_acc,top10_acc,rare_top1_acc,performance_gap,nav_acc,weather_acc,safety_acc,machinery_acc,vessel_acc,casualty_acc,eval_time_sec
dmis-lab/biobert-base-cased-v1.2,template,high_knowledge,0.24259038537941996,4.6041810775127265,0.22407628128724671,0.4123957091775924,0.5160905840286055,0.2922077922077922,0.05220475410630848,0.242,0.25,0.25,0.0714,0.2432,0.0625,14.85104250907898
dmis-lab/biobert-base-cased-v1.2,template,low_knowledge,0.22199916352990381,4.48155079999678,0.24466750313676286,0.42785445420326224,0.5244667503136763,0.17073170731707318,0.018463809994550245,0.1825,0.3659,0.1818,0.0,0.247,0.0,14.382898330688477
dmis-lab/biobert-base-cased-v1.2,template,medium_knowledge,0.2309437019036047,4.566095579816171,0.23572296476306198,0.4082624544349939,0.4993924665856622,0.1487603305785124,0.0023722733321761003,0.1503,0.3571,0.3158,0.1667,0.2457,0.037,15.008888721466064
dmis-lab/biobert-base-cased-v1.2,template,random_baseline,0.22133956386292836,4.306929321233515,0.24532710280373832,0.4369158878504673,0.5397196261682243,0.2773109243697479,0.050591264543200454,0.232,0.4211,0.0714,0.0,0.2573,0.0588,16.395188331604004
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,balanced_knowledge,0.3362596435222133,7.955942050395169,0.0446927374301676,0.07541899441340782,0.11452513966480447,0.03260869565217391,0.6407875959519058,0.0316,0.0263,0.0,0.25,0.052,0.0532,37.94098448753357
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,high_knowledge,0.3601500035378193,8.1786749876626,0.020802377414561663,0.06537890044576523,0.09806835066864784,0.0547945205479452,0.6821451423553879,0.0548,0.0408,0.0,0.0,0.0203,0.0273,38.82207107543945
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,low_knowledge,0.32885397284818413,7.809771986476075,0.05209840810419682,0.1085383502170767,0.1389290882778582,0.056338028169014086,0.637314032637076,0.0548,0.0,0.0,0.0,0.0647,0.0435,37.847474813461304
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,medium_knowledge,0.3048176810987938,7.120904530661207,0.07613469985358712,0.15226939970717424,0.19619326500732065,0.05970149253731343,0.6276329159071261,0.058,0.0339,0.04,0.0,0.0842,0.029,38.060580253601074
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,json,random_baseline,0.3081501831501831,7.703021286351281,0.07280219780219781,0.11950549450549451,0.14835164835164835,0.04285714285714286,0.6146704578781289,0.0676,0.0204,0.0606,0.2222,0.0701,0.1184,36.86466908454895
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,key_value,balanced_knowledge,0.19522502505119155,5.926960114292461,0.18572735590118938,0.26349496797804206,0.3138151875571821,0.25882352941176473,0.1742726440988106,0.2695,0.1011,0.0,0.0,0.1848,0.0513,23.815572023391724
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,key_value,high_knowledge,0.1998378298687896,5.979428888821543,0.18111455108359134,0.2546439628482972,0.3018575851393189,0.26804123711340205,0.2176968345904781,0.2506,0.1197,0.0,0.25,0.1839,0.0938,24.436572551727295
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,key_value,low_knowledge,0.2826666666666666,6.3468224575894086,0.09828571428571428,0.21714285714285714,0.26971428571428574,0.10869565217391304,0.24172245898768172,0.0935,0.0,0.0,0.0,0.1071,0.04,18.42381453514099
microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,key_value,medium_knowledge,0.23276882454702721,5.942726164165781,0.14818355640535372,0.251434034416826,0.30592734225621415,0.24193548387096775,0.20888025768538773,0.1892,0.1158,0.4,0.2105,0.1531,0.0278,22.004456520080566
